CityName,Potential,Domain,Group,Options,領域,選択肢群,選択肢,English,Japanese,Type,選択肢OLD
Yamaguchi,-105.94,Housing,Appliances,LED Lighting,住居,効率的な住宅設備,自宅の電球をLEDに,Yamaguchi,山口市,City,LED照明
Yamaguchi,-104.73,Housing,Appliances,Air Conditioner,住居,効率的な住宅設備,自宅の暖房をエアコンだけに,Yamaguchi,山口市,City,エアコン
Yamaguchi,-99.69,Housing,Appliances,Water Heat Pump,住居,効率的な住宅設備,ヒートポンプによる温水供給,Yamaguchi,山口市,City,ヒートポンプによる温水供給
Yamaguchi,-262.67,Housing,Housing Sufficiency,Compact House,住居,住居の充足性,自宅をコンパクトに,Yamaguchi,山口市,City,コンパクトな住居
Yamaguchi,-177.46,Housing,Renewable Energy,Solar Water Heater,住居,再生可能エネルギー,自宅に太陽熱温水器を導入,Yamaguchi,山口市,City,太陽光温水供給
Yamaguchi,-1428.62,Housing,Renewable Energy,Renewable Grid Electricity,住居,再生可能エネルギー,自宅の電力を再エネに,Yamaguchi,山口市,City,再生可能エネルギー系統電力
Yamaguchi,-1478.9,Housing,Renewable Energy,Rooftop Solar PV,住居,再生可能エネルギー,自宅に太陽光パネル設置,Yamaguchi,山口市,City,屋上太陽光パネル
Yamaguchi,-1549.83,Housing,Renewable Energy,Rooftop Solar PV (IH),住居,再生可能エネルギー,自宅に太陽光パネル設置・調理器をIHに,Yamaguchi,山口市,City,屋上太陽光パネル（IH調理器併用）
Yamaguchi,-48.61,Housing,Eco House,Window Insulation,住居,エコハウス,自宅の窓を二重窓に,Yamaguchi,山口市,City,窓の断熱
Yamaguchi,-148.19,Housing,Eco House,Insulation Renovation,住居,エコハウス,自宅を断熱リフォーム,Yamaguchi,山口市,City,断熱リノベーション
Yamaguchi,-1546.78,Housing,Eco House,Nearly Zero Energy House,住居,エコハウス,自宅を準ゼロエネルギー住宅に,Yamaguchi,山口市,City,準ゼロエネルギー住宅
Yamaguchi,-1967.8,Housing,Eco House,Zero Energy House,住居,エコハウス,自宅をゼロエネルギー住宅に,Yamaguchi,山口市,City,ゼロエネルギー住宅
Yamaguchi,-2285.33,Housing,Eco House,Life Cycle Carbon Minus House,住居,エコハウス,自宅をライフサイクルカーボンマイナス住宅に,Yamaguchi,山口市,City,ライフサイクルカーボンマイナス住宅
Yamaguchi,-293.31,Mobility,Compact City,Living Close to Services,移動,コンパクトシティ,コンパクトな街に住む,Yamaguchi,山口市,City,コンパクトシティ
Yamaguchi,-437.13,Mobility,Compact City,Living Close to Workplace,移動,コンパクトシティ,自宅と職場・学校の距離を近く,Yamaguchi,山口市,City,職住近接
Yamaguchi,-37.74,Mobility,Micro Leisure,Local Weekend,移動,マイクロツーリズム,週末を地元で過ごす,Yamaguchi,山口市,City,地元で過ごす休日
Yamaguchi,-149.68,Mobility,Micro Leisure,Domestic Vacation,移動,マイクロツーリズム,休暇を国内で過ごす,Yamaguchi,山口市,City,国内で過ごす休暇
Yamaguchi,-153.03,Mobility,Micro Leisure,Local Vacation,移動,マイクロツーリズム,休暇を近場で過ごす,Yamaguchi,山口市,City,地元で過ごす休暇
Yamaguchi,-276.07,Mobility,Demand Reduction,Less Frequent Shopping,移動,移動需要削減,まとめ買いをする,Yamaguchi,山口市,City,まとめ買い
Yamaguchi,-237.21,Mobility,Demand Reduction,Online Homecoming Visit,移動,移動需要削減,帰省をオンラインで,Yamaguchi,山口市,City,オンライン帰省
Yamaguchi,-438.65,Mobility,Demand Reduction,Teleworking,移動,移動需要削減,テレワークの実施,Yamaguchi,山口市,City,テレワーク
Yamaguchi,-12.29,Mobility,Modal Shift,Taxi Trips,移動,移動手段転換,タクシー移動をバス・自転車に,Yamaguchi,山口市,City,タクシー移動の転換
Yamaguchi,-26.19,Mobility,Modal Shift,Domestic Flights,移動,移動手段転換,国内線の飛行機利用を列車に,Yamaguchi,山口市,City,国内飛行機の転換
Yamaguchi,-344.08,Mobility,Modal Shift,Long Distance Trips,移動,移動手段転換,長距離移動を公共交通機関で,Yamaguchi,山口市,City,長距離移動の転換
Yamaguchi,-441.91,Mobility,Modal Shift,Commuting Trips,移動,移動手段転換,通勤・通学を公共交通機関で,Yamaguchi,山口市,City,通勤移動の転換
Yamaguchi,-731.1,Mobility,Modal Shift,In-city Private Trips,移動,移動手段転換,都市内移動を公共交通機関で,Yamaguchi,山口市,City,都市内移動の転換
Yamaguchi,-250.93,Mobility,Vehicle Efficiency,Eco Driving,移動,自動車効率改善,エコドライブを行う,Yamaguchi,山口市,City,エコドライブ
Yamaguchi,-210.72,Mobility,Vehicle Efficiency,Light Vehicle,移動,自動車効率改善,マイカーを軽自動車に,Yamaguchi,山口市,City,軽自動車
Yamaguchi,-297.8,Mobility,Vehicle Efficiency,Non-plug-in Hybrid Vehicle,移動,自動車効率改善,マイカーをハイブリッド車に,Yamaguchi,山口市,City,ハイブリッド車
Yamaguchi,-243.15,Mobility,Vehicle Efficiency,Electric Vehicle,移動,自動車効率改善,マイカーを電気自動車に,Yamaguchi,山口市,City,電気自動車
Yamaguchi,-321.72,Mobility,Vehicle Efficiency,Plug-in Hybrid Vehicle,移動,自動車効率改善,マイカーをＰＨＥＶに,Yamaguchi,山口市,City,プラグインハイブリッド車
Yamaguchi,-546.93,Mobility,Vehicle Efficiency,Plug-in Hybrid Vehicle (RE),移動,自動車効率改善,マイカーをＰＨＥＶに（充電は再エネで）,Yamaguchi,山口市,City,プラグインハイブリッド車（再エネ充電）
Yamaguchi,-618.28,Mobility,Vehicle Efficiency,Electric Vehicle (RE),移動,自動車効率改善,マイカーを電気自動車に（充電は再エネで）,Yamaguchi,山口市,City,電気自動車（再エネ充電）
Yamaguchi,-451.35,Mobility,Vehicle Sharing,Carsharing,移動,自動車シェアリング,カーシェアリング,Yamaguchi,山口市,City,カーシェアリング
Yamaguchi,-850.91,Mobility,Vehicle Sharing,Ridesharing,移動,自動車シェアリング,ライドシェアリング,Yamaguchi,山口市,City,ライドシェアリング
Tokushima,-18.75,Other,Material Sufficiency,E-Books,その他,物質の充足性,電子書籍の利用,Tokushima,徳島市,City,電子書籍
Tokushima,-89.14,Other,Material Sufficiency,Consumables Saving,その他,物質の充足性,消耗品を節約する,Tokushima,徳島市,City,消耗品の節約
Tokushima,-30.11,Other,Durability and Repair,Furniture Longer Use,その他,長期使用と修理,家具を長く使う,Tokushima,徳島市,City,家具の長期使用
Tokushima,-29.89,Other,Durability and Repair,Accessory Longer Use,その他,長期使用と修理,装飾品を長く使う,Tokushima,徳島市,City,装飾品の長期使用
Tokushima,-43.08,Other,Durability and Repair,Electronics Longer Use,その他,長期使用と修理,小型家電を長く使う,Tokushima,徳島市,City,電気製品の長期使用
Tokushima,-88.87,Other,Durability and Repair,Hobby Products Longer Use,その他,長期使用と修理,娯楽用品を長く使う,Tokushima,徳島市,City,趣味製品の長期使用
Tokushima,-187.54,Other,Durability and Repair,Clothes Longer Use,その他,長期使用と修理,衣類を長く着る,Tokushima,徳島市,City,衣類の長期使用
Tokushima,-143.59,Other,Decarbonized Leisure and Service,Healthy Lifestyles,その他,脱炭素レジャー・サービス,アルコールとたばこを控える,Tokushima,徳島市,City,健康的な生活
Tokushima,-68.78,Other,Decarbonized Leisure and Service,Eco Tourism,その他,脱炭素レジャー・サービス,旅行サービスをエコに,Tokushima,徳島市,City,エコツーリズム
Tokushima,-257.38,Other,Decarbonized Leisure and Service,Community Recreation,その他,脱炭素レジャー・サービス,レジャーをアウトドアや地域で,Tokushima,徳島市,City,コミュニティーでの休暇
Tokushima,-7.06,Food,Seasonal and Local Food,Local Food,食,季節・地元の食材,地元で採れた野菜や果物を食べる,Tokushima,徳島市,City,地産地消
Tokushima,-32.15,Food,Seasonal and Local Food,Seasonal Food,食,季節・地元の食材,旬の野菜や果物を食べる,Tokushima,徳島市,City,旬産旬消
Tokushima,-47.02,Food,Food Loss,Food Loss Reduction,食,フードロス,食品ロスをゼロに,Tokushima,徳島市,City,フードロス削減
Tokushima,-76.93,Food,Protein Shift,Pollotarian Diet,食,たんぱく源の転換,食事の肉類を鶏肉のみに,Tokushima,徳島市,City,白身肉への転換
Tokushima,-86.65,Food,Protein Shift,Pescatarian Diet,食,たんぱく源の転換,食事の肉類を魚に,Tokushima,徳島市,City,ペスカタリアン食
Tokushima,-188.49,Food,Protein Shift,Alternative Meat,食,たんぱく源の転換,食事の肉類を代替肉に,Tokushima,徳島市,City,代替肉製品への転換
Tokushima,-128.17,Food,Dietary Shift,Food Guide Snacks/Drinks,食,食生活の転換,菓子・アルコール・ジュースを減らす,Tokushima,徳島市,City,健康的な食生活（菓子・飲料）
Tokushima,-119.52,Food,Dietary Shift,Food Guide Meal,食,食生活の転換,バランスの取れた食事に,Tokushima,徳島市,City,健康的な食生活（食事）
Tokushima,-224.64,Food,Dietary Shift,Vegetarian Diet,食,食生活の転換,食事を菜食（ベジタリアン）に,Tokushima,徳島市,City,菜食（ベジタリアン）
Tokushima,-345.48,Food,Dietary Shift,Vegan Diet,食,食生活の転換,食事を完全菜食（ヴィーガン）に,Tokushima,徳島市,City,完全菜食（ヴィーガン）
Tokushima,-71.07,Housing,Energy Behavior,Energy Saving by Nudging,住居,エネルギー節約行動,ナッジによる省エネ,Tokushima,徳島市,City,ナッジングによるエネルギー節約
Tokushima,-118.57,Housing,Energy Behavior,Warm/Cool Clothes,住居,エネルギー節約行動,自宅でウォーム・クールビズ,Tokushima,徳島市,City,自宅でウォーム・クールビズ
Tokushima,-118.05,Housing,Appliances,LED Lighting,住居,効率的な住宅設備,自宅の電球をLEDに,Tokushima,徳島市,City,LED照明
Tokushima,-99.11,Housing,Appliances,Air Conditioner,住居,効率的な住宅設備,自宅の暖房をエアコンだけに,Tokushima,徳島市,City,エアコン
Tokushima,-130.86,Housing,Appliances,Water Heat Pump,住居,効率的な住宅設備,ヒートポンプによる温水供給,Tokushima,徳島市,City,ヒートポンプによる温水供給
Tokushima,-263.97,Housing,Housing Sufficiency,Compact House,住居,住居の充足性,自宅をコンパクトに,Tokushima,徳島市,City,コンパクトな住居
Tokushima,-210.9,Housing,Renewable Energy,Solar Water Heater,住居,再生可能エネルギー,自宅に太陽熱温水器を導入,Tokushima,徳島市,City,太陽光温水供給
Tokushima,-1581.66,Housing,Renewable Energy,Renewable Grid Electricity,住居,再生可能エネルギー,自宅の電力を再エネに,Tokushima,徳島市,City,再生可能エネルギー系統電力
Tokushima,-1637.33,Housing,Renewable Energy,Rooftop Solar PV,住居,再生可能エネルギー,自宅に太陽光パネル設置,Tokushima,徳島市,City,屋上太陽光パネル
Tokushima,-1725.69,Housing,Renewable Energy,Rooftop Solar PV (IH),住居,再生可能エネルギー,自宅に太陽光パネル設置・調理器をIHに,Tokushima,徳島市,City,屋上太陽光パネル（IH調理器併用）
Tokushima,-48.99,Housing,Eco House,Window Insulation,住居,エコハウス,自宅の窓を二重窓に,Tokushima,徳島市,City,窓の断熱
Tokushima,-149.35,Housing,Eco House,Insulation Renovation,住居,エコハウス,自宅を断熱リフォーム,Tokushima,徳島市,City,断熱リノベーション
Tokushima,-1715.61,Housing,Eco House,Nearly Zero Energy House,住居,エコハウス,自宅を準ゼロエネルギー住宅に,Tokushima,徳島市,City,準ゼロエネルギー住宅
Tokushima,-2185.66,Housing,Eco House,Zero Energy House,住居,エコハウス,自宅をゼロエネルギー住宅に,Tokushima,徳島市,City,ゼロエネルギー住宅
Tokushima,-2493.99,Housing,Eco House,Life Cycle Carbon Minus House,住居,エコハウス,自宅をライフサイクルカーボンマイナス住宅に,Tokushima,徳島市,City,ライフサイクルカーボンマイナス住宅
Tokushima,-275.73,Mobility,Compact City,Living Close to Services,移動,コンパクトシティ,コンパクトな街に住む,Tokushima,徳島市,City,コンパクトシティ
Tokushima,-429.87,Mobility,Compact City,Living Close to Workplace,移動,コンパクトシティ,自宅と職場・学校の距離を近く,Tokushima,徳島市,City,職住近接
Tokushima,-37.25,Mobility,Micro Leisure,Local Weekend,移動,マイクロツーリズム,週末を地元で過ごす,Tokushima,徳島市,City,地元で過ごす休日
Tokushima,-139.53,Mobility,Micro Leisure,Domestic Vacation,移動,マイクロツーリズム,休暇を国内で過ごす,Tokushima,徳島市,City,国内で過ごす休暇
Tokushima,-144.74,Mobility,Micro Leisure,Local Vacation,移動,マイクロツーリズム,休暇を近場で過ごす,Tokushima,徳島市,City,地元で過ごす休暇
Tokushima,-260.85,Mobility,Demand Reduction,Less Frequent Shopping,移動,移動需要削減,まとめ買いをする,Tokushima,徳島市,City,まとめ買い
Tokushima,-231.7,Mobility,Demand Reduction,Online Homecoming Visit,移動,移動需要削減,帰省をオンラインで,Tokushima,徳島市,City,オンライン帰省
Tokushima,-416.31,Mobility,Demand Reduction,Teleworking,移動,移動需要削減,テレワークの実施,Tokushima,徳島市,City,テレワーク
Tokushima,-14.91,Mobility,Modal Shift,Taxi Trips,移動,移動手段転換,タクシー移動をバス・自転車に,Tokushima,徳島市,City,タクシー移動の転換
Tokushima,-24.38,Mobility,Modal Shift,Domestic Flights,移動,移動手段転換,国内線の飛行機利用を列車に,Tokushima,徳島市,City,国内飛行機の転換
Tokushima,-337.11,Mobility,Modal Shift,Long Distance Trips,移動,移動手段転換,長距離移動を公共交通機関で,Tokushima,徳島市,City,長距離移動の転換
Tokushima,-417.2,Mobility,Modal Shift,Commuting Trips,移動,移動手段転換,通勤・通学を公共交通機関で,Tokushima,徳島市,City,通勤移動の転換
Tokushima,-716.28,Mobility,Modal Shift,In-city Private Trips,移動,移動手段転換,都市内移動を公共交通機関で,Tokushima,徳島市,City,都市内移動の転換
Tokushima,-243.76,Mobility,Vehicle Efficiency,Eco Driving,移動,自動車効率改善,エコドライブを行う,Tokushima,徳島市,City,エコドライブ
Tokushima,-205.26,Mobility,Vehicle Efficiency,Light Vehicle,移動,自動車効率改善,マイカーを軽自動車に,Tokushima,徳島市,City,軽自動車
Tokushima,-287.83,Mobility,Vehicle Efficiency,Non-plug-in Hybrid Vehicle,移動,自動車効率改善,マイカーをハイブリッド車に,Tokushima,徳島市,City,ハイブリッド車
Tokushima,-205.55,Mobility,Vehicle Efficiency,Electric Vehicle,移動,自動車効率改善,マイカーを電気自動車に,Tokushima,徳島市,City,電気自動車
Tokushima,-296.62,Mobility,Vehicle Efficiency,Plug-in Hybrid Vehicle,移動,自動車効率改善,マイカーをＰＨＥＶに,Tokushima,徳島市,City,プラグインハイブリッド車
Tokushima,-515.99,Mobility,Vehicle Efficiency,Plug-in Hybrid Vehicle (RE),移動,自動車効率改善,マイカーをＰＨＥＶに（充電は再エネで）,Tokushima,徳島市,City,プラグインハイブリッド車（再エネ充電）
Tokushima,-570.95,Mobility,Vehicle Efficiency,Electric Vehicle (RE),移動,自動車効率改善,マイカーを電気自動車に（充電は再エネで）,Tokushima,徳島市,City,電気自動車（再エネ充電）
Tokushima,-451.63,Mobility,Vehicle Sharing,Carsharing,移動,自動車シェアリング,カーシェアリング,Tokushima,徳島市,City,カーシェアリング
Tokushima,-828.12,Mobility,Vehicle Sharing,Ridesharing,移動,自動車シェアリング,ライドシェアリング,Tokushima,徳島市,City,ライドシェアリング
Takamatsu,-20.8,Other,Material Sufficiency,E-Books,その他,物質の充足性,電子書籍の利用,Takamatsu,高松市,City,電子書籍
Takamatsu,-97.18,Other,Material Sufficiency,Consumables Saving,その他,物質の充足性,消耗品を節約する,Takamatsu,高松市,City,消耗品の節約
Takamatsu,-37.89,Other,Durability and Repair,Furniture Longer Use,その他,長期使用と修理,家具を長く使う,Takamatsu,高松市,City,家具の長期使用
Takamatsu,-30.4,Other,Durability and Repair,Accessory Longer Use,その他,長期使用と修理,装飾品を長く使う,Takamatsu,高松市,City,装飾品の長期使用
Takamatsu,-49.9,Other,Durability and Repair,Electronics Longer Use,その他,長期使用と修理,小型家電を長く使う,Takamatsu,高松市,City,電気製品の長期使用
Takamatsu,-151.84,Other,Durability and Repair,Hobby Products Longer Use,その他,長期使用と修理,娯楽用品を長く使う,Takamatsu,高松市,City,趣味製品の長期使用
Takamatsu,-204.02,Other,Durability and Repair,Clothes Longer Use,その他,長期使用と修理,衣類を長く着る,Takamatsu,高松市,City,衣類の長期使用
Takamatsu,-163.85,Other,Decarbonized Leisure and Service,Healthy Lifestyles,その他,脱炭素レジャー・サービス,アルコールとたばこを控える,Takamatsu,高松市,City,健康的な生活
Takamatsu,-72.44,Other,Decarbonized Leisure and Service,Eco Tourism,その他,脱炭素レジャー・サービス,旅行サービスをエコに,Takamatsu,高松市,City,エコツーリズム
Takamatsu,-256.85,Other,Decarbonized Leisure and Service,Community Recreation,その他,脱炭素レジャー・サービス,レジャーをアウトドアや地域で,Takamatsu,高松市,City,コミュニティーでの休暇
Takamatsu,-7.31,Food,Seasonal and Local Food,Local Food,食,季節・地元の食材,地元で採れた野菜や果物を食べる,Takamatsu,高松市,City,地産地消
Takamatsu,-34.03,Food,Seasonal and Local Food,Seasonal Food,食,季節・地元の食材,旬の野菜や果物を食べる,Takamatsu,高松市,City,旬産旬消
Takamatsu,-53.84,Food,Food Loss,Food Loss Reduction,食,フードロス,食品ロスをゼロに,Takamatsu,高松市,City,フードロス削減
Takamatsu,-77.78,Food,Protein Shift,Pollotarian Diet,食,たんぱく源の転換,食事の肉類を鶏肉のみに,Takamatsu,高松市,City,白身肉への転換
Takamatsu,-86.82,Food,Protein Shift,Pescatarian Diet,食,たんぱく源の転換,食事の肉類を魚に,Takamatsu,高松市,City,ペスカタリアン食
Takamatsu,-193.49,Food,Protein Shift,Alternative Meat,食,たんぱく源の転換,食事の肉類を代替肉に,Takamatsu,高松市,City,代替肉製品への転換
Takamatsu,-138.08,Food,Dietary Shift,Food Guide Snacks/Drinks,食,食生活の転換,菓子・アルコール・ジュースを減らす,Takamatsu,高松市,City,健康的な食生活（菓子・飲料）
Takamatsu,-117,Food,Dietary Shift,Food Guide Meal,食,食生活の転換,バランスの取れた食事に,Takamatsu,高松市,City,健康的な食生活（食事）
Takamatsu,-233.61,Food,Dietary Shift,Vegetarian Diet,食,食生活の転換,食事を菜食（ベジタリアン）に,Takamatsu,高松市,City,菜食（ベジタリアン）
Takamatsu,-343.54,Food,Dietary Shift,Vegan Diet,食,食生活の転換,食事を完全菜食（ヴィーガン）に,Takamatsu,高松市,City,完全菜食（ヴィーガン）
Takamatsu,-66.48,Housing,Energy Behavior,Energy Saving by Nudging,住居,エネルギー節約行動,ナッジによる省エネ,Takamatsu,高松市,City,ナッジングによるエネルギー節約
Takamatsu,-105.35,Housing,Energy Behavior,Warm/Cool Clothes,住居,エネルギー節約行動,自宅でウォーム・クールビズ,Takamatsu,高松市,City,自宅でウォーム・クールビズ
Takamatsu,-119.48,Housing,Appliances,LED Lighting,住居,効率的な住宅設備,自宅の電球をLEDに,Takamatsu,高松市,City,LED照明
Takamatsu,-73.21,Housing,Appliances,Air Conditioner,住居,効率的な住宅設備,自宅の暖房をエアコンだけに,Takamatsu,高松市,City,エアコン
Takamatsu,-88.19,Housing,Appliances,Water Heat Pump,住居,効率的な住宅設備,ヒートポンプによる温水供給,Takamatsu,高松市,City,ヒートポンプによる温水供給
Takamatsu,-240.84,Housing,Housing Sufficiency,Compact House,住居,住居の充足性,自宅をコンパクトに,Takamatsu,高松市,City,コンパクトな住居
Takamatsu,-168.44,Housing,Renewable Energy,Solar Water Heater,住居,再生可能エネルギー,自宅に太陽熱温水器を導入,Takamatsu,高松市,City,太陽光温水供給
Takamatsu,-1598.92,Housing,Renewable Energy,Renewable Grid Electricity,住居,再生可能エネルギー,自宅の電力を再エネに,Takamatsu,高松市,City,再生可能エネルギー系統電力
Takamatsu,-1655.2,Housing,Renewable Energy,Rooftop Solar PV,住居,再生可能エネルギー,自宅に太陽光パネル設置,Takamatsu,高松市,City,屋上太陽光パネル
Takamatsu,-1722.61,Housing,Renewable Energy,Rooftop Solar PV (IH),住居,再生可能エネルギー,自宅に太陽光パネル設置・調理器をIHに,Takamatsu,高松市,City,屋上太陽光パネル（IH調理器併用）
Takamatsu,-43.53,Housing,Eco House,Window Insulation,住居,エコハウス,自宅の窓を二重窓に,Takamatsu,高松市,City,窓の断熱
Takamatsu,-132.7,Housing,Eco House,Insulation Renovation,住居,エコハウス,自宅を断熱リフォーム,Takamatsu,高松市,City,断熱リノベーション
Takamatsu,-1600.95,Housing,Eco House,Nearly Zero Energy House,住居,エコハウス,自宅を準ゼロエネルギー住宅に,Takamatsu,高松市,City,準ゼロエネルギー住宅
Takamatsu,-2045.61,Housing,Eco House,Zero Energy House,住居,エコハウス,自宅をゼロエネルギー住宅に,Takamatsu,高松市,City,ゼロエネルギー住宅
Takamatsu,-2315.45,Housing,Eco House,Life Cycle Carbon Minus House,住居,エコハウス,自宅をライフサイクルカーボンマイナス住宅に,Takamatsu,高松市,City,ライフサイクルカーボンマイナス住宅
Takamatsu,-235.6,Mobility,Compact City,Living Close to Services,移動,コンパクトシティ,コンパクトな街に住む,Takamatsu,高松市,City,コンパクトシティ
Takamatsu,-353.01,Mobility,Compact City,Living Close to Workplace,移動,コンパクトシティ,自宅と職場・学校の距離を近く,Takamatsu,高松市,City,職住近接
Takamatsu,-40.62,Mobility,Micro Leisure,Local Weekend,移動,マイクロツーリズム,週末を地元で過ごす,Takamatsu,高松市,City,地元で過ごす休日
Takamatsu,-121.68,Mobility,Micro Leisure,Domestic Vacation,移動,マイクロツーリズム,休暇を国内で過ごす,Takamatsu,高松市,City,国内で過ごす休暇
Takamatsu,-150.76,Mobility,Micro Leisure,Local Vacation,移動,マイクロツーリズム,休暇を近場で過ごす,Takamatsu,高松市,City,地元で過ごす休暇
Takamatsu,-206.25,Mobility,Demand Reduction,Less Frequent Shopping,移動,移動需要削減,まとめ買いをする,Takamatsu,高松市,City,まとめ買い
Takamatsu,-198.08,Mobility,Demand Reduction,Online Homecoming Visit,移動,移動需要削減,帰省をオンラインで,Takamatsu,高松市,City,オンライン帰省
Takamatsu,-351.72,Mobility,Demand Reduction,Teleworking,移動,移動需要削減,テレワークの実施,Takamatsu,高松市,City,テレワーク
Takamatsu,-17.74,Mobility,Modal Shift,Taxi Trips,移動,移動手段転換,タクシー移動をバス・自転車に,Takamatsu,高松市,City,タクシー移動の転換
Takamatsu,-28.7,Mobility,Modal Shift,Domestic Flights,移動,移動手段転換,国内線の飛行機利用を列車に,Takamatsu,高松市,City,国内飛行機の転換
Takamatsu,-275.94,Mobility,Modal Shift,Long Distance Trips,移動,移動手段転換,長距離移動を公共交通機関で,Takamatsu,高松市,City,長距離移動の転換
Takamatsu,-342.89,Mobility,Modal Shift,Commuting Trips,移動,移動手段転換,通勤・通学を公共交通機関で,Takamatsu,高松市,City,通勤移動の転換
Takamatsu,-586.31,Mobility,Modal Shift,In-city Private Trips,移動,移動手段転換,都市内移動を公共交通機関で,Takamatsu,高松市,City,都市内移動の転換
Takamatsu,-189.46,Mobility,Vehicle Efficiency,Eco Driving,移動,自動車効率改善,エコドライブを行う,Takamatsu,高松市,City,エコドライブ
Takamatsu,-160.7,Mobility,Vehicle Efficiency,Light Vehicle,移動,自動車効率改善,マイカーを軽自動車に,Takamatsu,高松市,City,軽自動車
Takamatsu,-225.61,Mobility,Vehicle Efficiency,Non-plug-in Hybrid Vehicle,移動,自動車効率改善,マイカーをハイブリッド車に,Takamatsu,高松市,City,ハイブリッド車
Takamatsu,-164.48,Mobility,Vehicle Efficiency,Electric Vehicle,移動,自動車効率改善,マイカーを電気自動車に,Takamatsu,高松市,City,電気自動車
Takamatsu,-234.14,Mobility,Vehicle Efficiency,Plug-in Hybrid Vehicle,移動,自動車効率改善,マイカーをＰＨＥＶに,Takamatsu,高松市,City,プラグインハイブリッド車
Takamatsu,-405.88,Mobility,Vehicle Efficiency,Plug-in Hybrid Vehicle (RE),移動,自動車効率改善,マイカーをＰＨＥＶに（充電は再エネで）,Takamatsu,高松市,City,プラグインハイブリッド車（再エネ充電）
Takamatsu,-450.57,Mobility,Vehicle Efficiency,Electric Vehicle (RE),移動,自動車効率改善,マイカーを電気自動車に（充電は再エネで）,Takamatsu,高松市,City,電気自動車（再エネ充電）
Takamatsu,-398.97,Mobility,Vehicle Sharing,Carsharing,移動,自動車シェアリング,カーシェアリング,Takamatsu,高松市,City,カーシェアリング
Takamatsu,-646.81,Mobility,Vehicle Sharing,Ridesharing,移動,自動車シェアリング,ライドシェアリング,Takamatsu,高松市,City,ライドシェアリング
Matsuyama,-17.56,Other,Material Sufficiency,E-Books,その他,物質の充足性,電子書籍の利用,Matsuyama,松山市,City,電子書籍
Matsuyama,-96.17,Other,Material Sufficiency,Consumables Saving,その他,物質の充足性,消耗品を節約する,Matsuyama,松山市,City,消耗品の節約
Matsuyama,-31.74,Other,Durability and Repair,Furniture Longer Use,その他,長期使用と修理,家具を長く使う,Matsuyama,松山市,City,家具の長期使用
Matsuyama,-30.1,Other,Durability and Repair,Accessory Longer Use,その他,長期使用と修理,装飾品を長く使う,Matsuyama,松山市,City,装飾品の長期使用
Matsuyama,-42.8,Other,Durability and Repair,Electronics Longer Use,その他,長期使用と修理,小型家電を長く使う,Matsuyama,松山市,City,電気製品の長期使用
Matsuyama,-100.26,Other,Durability and Repair,Hobby Products Longer Use,その他,長期使用と修理,娯楽用品を長く使う,Matsuyama,松山市,City,趣味製品の長期使用
Matsuyama,-171.62,Other,Durability and Repair,Clothes Longer Use,その他,長期使用と修理,衣類を長く着る,Matsuyama,松山市,City,衣類の長期使用
Matsuyama,-131.38,Other,Decarbonized Leisure and Service,Healthy Lifestyles,その他,脱炭素レジャー・サービス,アルコールとたばこを控える,Matsuyama,松山市,City,健康的な生活
Matsuyama,-70.08,Other,Decarbonized Leisure and Service,Eco Tourism,その他,脱炭素レジャー・サービス,旅行サービスをエコに,Matsuyama,松山市,City,エコツーリズム
Matsuyama,-186.62,Other,Decarbonized Leisure and Service,Community Recreation,その他,脱炭素レジャー・サービス,レジャーをアウトドアや地域で,Matsuyama,松山市,City,コミュニティーでの休暇
Matsuyama,-6.72,Food,Seasonal and Local Food,Local Food,食,季節・地元の食材,地元で採れた野菜や果物を食べる,Matsuyama,松山市,City,地産地消
Matsuyama,-33.07,Food,Seasonal and Local Food,Seasonal Food,食,季節・地元の食材,旬の野菜や果物を食べる,Matsuyama,松山市,City,旬産旬消
Matsuyama,-48.55,Food,Food Loss,Food Loss Reduction,食,フードロス,食品ロスをゼロに,Matsuyama,松山市,City,フードロス削減
Matsuyama,-98,Food,Protein Shift,Pollotarian Diet,食,たんぱく源の転換,食事の肉類を鶏肉のみに,Matsuyama,松山市,City,白身肉への転換
Matsuyama,-108.38,Food,Protein Shift,Pescatarian Diet,食,たんぱく源の転換,食事の肉類を魚に,Matsuyama,松山市,City,ペスカタリアン食
Matsuyama,-219.28,Food,Protein Shift,Alternative Meat,食,たんぱく源の転換,食事の肉類を代替肉に,Matsuyama,松山市,City,代替肉製品への転換
Matsuyama,-111.61,Food,Dietary Shift,Food Guide Snacks/Drinks,食,食生活の転換,菓子・アルコール・ジュースを減らす,Matsuyama,松山市,City,健康的な食生活（菓子・飲料）
Matsuyama,-125.83,Food,Dietary Shift,Food Guide Meal,食,食生活の転換,バランスの取れた食事に,Matsuyama,松山市,City,健康的な食生活（食事）
Matsuyama,-255.83,Food,Dietary Shift,Vegetarian Diet,食,食生活の転換,食事を菜食（ベジタリアン）に,Matsuyama,松山市,City,菜食（ベジタリアン）
Matsuyama,-375.18,Food,Dietary Shift,Vegan Diet,食,食生活の転換,食事を完全菜食（ヴィーガン）に,Matsuyama,松山市,City,完全菜食（ヴィーガン）
Matsuyama,-57.34,Housing,Energy Behavior,Energy Saving by Nudging,住居,エネルギー節約行動,ナッジによる省エネ,Matsuyama,松山市,City,ナッジングによるエネルギー節約
