CityName,CarbonFootprints,No,Domain,Component,English,Japanese,Type,領域,要素,要素OLD
Tsu,190.67,23,Goods,HomeAppliances,Tsu,津市,City,消費財,大型家電,白物家電
Utsunomiya,157.53,23,Goods,HomeAppliances,Utsunomiya,宇都宮市,City,消費財,大型家電,白物家電
Wakayama,156.24,23,Goods,HomeAppliances,Wakayama,和歌山市,City,消費財,大型家電,白物家電
Yamagata,97.69,23,Goods,HomeAppliances,Yamagata,山形市,City,消費財,大型家電,白物家電
Yamaguchi,180.22,23,Goods,HomeAppliances,Yamaguchi,山口市,City,消費財,大型家電,白物家電
Yokohama,158.21,23,Goods,HomeAppliances,Yokohama,横浜市,City,消費財,大型家電,白物家電
Akita,48.74,24,Goods,Electronics,Akita,秋田市,City,消費財,小型家電,電気製品
Aomori,39.79,24,Goods,Electronics,Aomori,青森市,City,消費財,小型家電,電気製品
Chiba,71.83,24,Goods,Electronics,Chiba,千葉市,City,消費財,小型家電,電気製品
ChugokuReg.,56.26,24,Goods,Electronics,ChugokuReg.,中国,Region,消費財,小型家電,電気製品
ChukyoMetro.,58.16,24,Goods,Electronics,ChukyoMetro.,中京大都市圏,Metropolitan,消費財,小型家電,電気製品
Cities50000+pop.,60.7,24,Goods,Electronics,Cities50000+pop.,人口５万以上の市,Class,消費財,小型家電,電気製品
Fukui,54.64,24,Goods,Electronics,Fukui,福井市,City,消費財,小型家電,電気製品
Fukuoka,49.33,24,Goods,Electronics,Fukuoka,福岡市,City,消費財,小型家電,電気製品
Fukushima,48.3,24,Goods,Electronics,Fukushima,福島市,City,消費財,小型家電,電気製品
Gifu,55.42,24,Goods,Electronics,Gifu,岐阜市,City,消費財,小型家電,電気製品
Hamamatsu,77.55,24,Goods,Electronics,Hamamatsu,浜松市,City,消費財,小型家電,電気製品
Hiroshima,56.78,24,Goods,Electronics,Hiroshima,広島市,City,消費財,小型家電,電気製品
HokkaidoReg.,52.18,24,Goods,Electronics,HokkaidoReg.,北海道,Region,消費財,小型家電,電気製品
HokurikuReg.,62.58,24,Goods,Electronics,HokurikuReg.,北陸,Region,消費財,小型家電,電気製品
Japan,59.23,24,Goods,Electronics,Japan,全国,Country,消費財,小型家電,電気製品
Kagoshima,48.99,24,Goods,Electronics,Kagoshima,鹿児島市,City,消費財,小型家電,電気製品
Kanazawa,52.27,24,Goods,Electronics,Kanazawa,金沢市,City,消費財,小型家電,電気製品
KantoMetro.,69.66,24,Goods,Electronics,KantoMetro.,関東大都市圏,Metropolitan,消費財,小型家電,電気製品
KantoReg.,68.85,24,Goods,Electronics,KantoReg.,関東,Region,消費財,小型家電,電気製品
Kawasaki,82.74,24,Goods,Electronics,Kawasaki,川崎市,City,消費財,小型家電,電気製品
KinkiMetro.,55.53,24,Goods,Electronics,KinkiMetro.,近畿大都市圏,Metropolitan,消費財,小型家電,電気製品
KinkiReg.,55.23,24,Goods,Electronics,KinkiReg.,近畿,Region,消費財,小型家電,電気製品
Kitakyushu,46.38,24,Goods,Electronics,Kitakyushu,北九州市,City,消費財,小型家電,電気製品
Kitakyushu/FukuokaMetro.,48.87,24,Goods,Electronics,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,消費財,小型家電,電気製品
Kobe,52.56,24,Goods,Electronics,Kobe,神戸市,City,消費財,小型家電,電気製品
Kochi,69.21,24,Goods,Electronics,Kochi,高知市,City,消費財,小型家電,電気製品
Kofu,68.6,24,Goods,Electronics,Kofu,甲府市,City,消費財,小型家電,電気製品
Kumamoto,53.97,24,Goods,Electronics,Kumamoto,熊本市,City,消費財,小型家電,電気製品
Kyoto,55.56,24,Goods,Electronics,Kyoto,京都市,City,消費財,小型家電,電気製品
KyushuReg.,46.53,24,Goods,Electronics,KyushuReg.,九州,Region,消費財,小型家電,電気製品
LargeCities,67.52,24,Goods,Electronics,LargeCities,大都市,Class,消費財,小型家電,電気製品
Maebashi,78.25,24,Goods,Electronics,Maebashi,前橋市,City,消費財,小型家電,電気製品
Matsue,55.55,24,Goods,Electronics,Matsue,松江市,City,消費財,小型家電,電気製品
Matsuyama,56.78,24,Goods,Electronics,Matsuyama,松山市,City,消費財,小型家電,電気製品
MiddleCities,58.5,24,Goods,Electronics,MiddleCities,中都市,Class,消費財,小型家電,電気製品
Mito,80,24,Goods,Electronics,Mito,水戸市,City,消費財,小型家電,電気製品
Miyazaki,43.49,24,Goods,Electronics,Miyazaki,宮崎市,City,消費財,小型家電,電気製品
Morioka,45.9,24,Goods,Electronics,Morioka,盛岡市,City,消費財,小型家電,電気製品
Nagano,66.46,24,Goods,Electronics,Nagano,長野市,City,消費財,小型家電,電気製品
Nagasaki,47.78,24,Goods,Electronics,Nagasaki,長崎市,City,消費財,小型家電,電気製品
Nagoya,59.3,24,Goods,Electronics,Nagoya,名古屋市,City,消費財,小型家電,電気製品
Naha,39.85,24,Goods,Electronics,Naha,那覇市,City,消費財,小型家電,電気製品
Nara,61.57,24,Goods,Electronics,Nara,奈良市,City,消費財,小型家電,電気製品
Niigata,50.01,24,Goods,Electronics,Niigata,新潟市,City,消費財,小型家電,電気製品
Oita,46.53,24,Goods,Electronics,Oita,大分市,City,消費財,小型家電,電気製品
Okayama,58.99,24,Goods,Electronics,Okayama,岡山市,City,消費財,小型家電,電気製品
OkinawaReg.,39.74,24,Goods,Electronics,OkinawaReg.,沖縄,Region,消費財,小型家電,電気製品
Osaka,56.32,24,Goods,Electronics,Osaka,大阪市,City,消費財,小型家電,電気製品
Otsu,54.01,24,Goods,Electronics,Otsu,大津市,City,消費財,小型家電,電気製品
Saga,45.19,24,Goods,Electronics,Saga,佐賀市,City,消費財,小型家電,電気製品
Sagamihara,73.43,24,Goods,Electronics,Sagamihara,相模原市,City,消費財,小型家電,電気製品
Saitama,86.31,24,Goods,Electronics,Saitama,さいたま市,City,消費財,小型家電,電気製品
Sakae,50.18,24,Goods,Electronics,Sakae,堺市,City,消費財,小型家電,電気製品
Sapporo,52.19,24,Goods,Electronics,Sapporo,札幌市,City,消費財,小型家電,電気製品
Sendai,47.28,24,Goods,Electronics,Sendai,仙台市,City,消費財,小型家電,電気製品
ShikokuReg.,61.44,24,Goods,Electronics,ShikokuReg.,四国,Region,消費財,小型家電,電気製品
Shizuoka,53.27,24,Goods,Electronics,Shizuoka,静岡市,City,消費財,小型家電,電気製品
SmallB/Towns/Villages,50.99,24,Goods,Electronics,SmallB/Towns/Villages,小都市Ｂ・町村,Class,消費財,小型家電,電気製品
SmallCitiesA,55.46,24,Goods,Electronics,SmallCitiesA,小都市Ａ,Class,消費財,小型家電,電気製品
Takamatsu,66.21,24,Goods,Electronics,Takamatsu,高松市,City,消費財,小型家電,電気製品
TohokuReg.,45.15,24,Goods,Electronics,TohokuReg.,東北,Region,消費財,小型家電,電気製品
TokaiReg.,59.19,24,Goods,Electronics,TokaiReg.,東海,Region,消費財,小型家電,電気製品
Tokushima,57.16,24,Goods,Electronics,Tokushima,徳島市,City,消費財,小型家電,電気製品
Tokyo,69.61,24,Goods,Electronics,Tokyo,東京都区部,City,消費財,小型家電,電気製品
Tottori,56.98,24,Goods,Electronics,Tottori,鳥取市,City,消費財,小型家電,電気製品
Toyama,56.28,24,Goods,Electronics,Toyama,富山市,City,消費財,小型家電,電気製品
Tsu,56.18,24,Goods,Electronics,Tsu,津市,City,消費財,小型家電,電気製品
Utsunomiya,73.57,24,Goods,Electronics,Utsunomiya,宇都宮市,City,消費財,小型家電,電気製品
Wakayama,50.42,24,Goods,Electronics,Wakayama,和歌山市,City,消費財,小型家電,電気製品
Yamagata,44.96,24,Goods,Electronics,Yamagata,山形市,City,消費財,小型家電,電気製品
Yamaguchi,66.41,24,Goods,Electronics,Yamaguchi,山口市,City,消費財,小型家電,電気製品
Yokohama,74.33,24,Goods,Electronics,Yokohama,横浜市,City,消費財,小型家電,電気製品
Akita,217.86,25,Goods,Clothes,Akita,秋田市,City,消費財,衣類,衣類
Aomori,171.54,25,Goods,Clothes,Aomori,青森市,City,消費財,衣類,衣類
Chiba,337.47,25,Goods,Clothes,Chiba,千葉市,City,消費財,衣類,衣類
ChugokuReg.,279.9,25,Goods,Clothes,ChugokuReg.,中国,Region,消費財,衣類,衣類
ChukyoMetro.,281.82,25,Goods,Clothes,ChukyoMetro.,中京大都市圏,Metropolitan,消費財,衣類,衣類
Cities50000+pop.,308.26,25,Goods,Clothes,Cities50000+pop.,人口５万以上の市,Class,消費財,衣類,衣類
Fukui,377.05,25,Goods,Clothes,Fukui,福井市,City,消費財,衣類,衣類
Fukuoka,311.09,25,Goods,Clothes,Fukuoka,福岡市,City,消費財,衣類,衣類
Fukushima,290.59,25,Goods,Clothes,Fukushima,福島市,City,消費財,衣類,衣類
Gifu,271.54,25,Goods,Clothes,Gifu,岐阜市,City,消費財,衣類,衣類
Hamamatsu,233.87,25,Goods,Clothes,Hamamatsu,浜松市,City,消費財,衣類,衣類
Hiroshima,293.43,25,Goods,Clothes,Hiroshima,広島市,City,消費財,衣類,衣類
HokkaidoReg.,251.03,25,Goods,Clothes,HokkaidoReg.,北海道,Region,消費財,衣類,衣類
HokurikuReg.,257.69,25,Goods,Clothes,HokurikuReg.,北陸,Region,消費財,衣類,衣類
Japan,296.14,25,Goods,Clothes,Japan,全国,Country,消費財,衣類,衣類
Kagoshima,283.75,25,Goods,Clothes,Kagoshima,鹿児島市,City,消費財,衣類,衣類
Kanazawa,249.75,25,Goods,Clothes,Kanazawa,金沢市,City,消費財,衣類,衣類
KantoMetro.,347.39,25,Goods,Clothes,KantoMetro.,関東大都市圏,Metropolitan,消費財,衣類,衣類
KantoReg.,332.89,25,Goods,Clothes,KantoReg.,関東,Region,消費財,衣類,衣類
Kawasaki,361.07,25,Goods,Clothes,Kawasaki,川崎市,City,消費財,衣類,衣類
KinkiMetro.,328.32,25,Goods,Clothes,KinkiMetro.,近畿大都市圏,Metropolitan,消費財,衣類,衣類
KinkiReg.,320.54,25,Goods,Clothes,KinkiReg.,近畿,Region,消費財,衣類,衣類
Kitakyushu,340.76,25,Goods,Clothes,Kitakyushu,北九州市,City,消費財,衣類,衣類
Kitakyushu/FukuokaMetro.,306.78,25,Goods,Clothes,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,消費財,衣類,衣類
Kobe,406.27,25,Goods,Clothes,Kobe,神戸市,City,消費財,衣類,衣類
Kochi,252.31,25,Goods,Clothes,Kochi,高知市,City,消費財,衣類,衣類
Kofu,307.01,25,Goods,Clothes,Kofu,甲府市,City,消費財,衣類,衣類
Kumamoto,347.6,25,Goods,Clothes,Kumamoto,熊本市,City,消費財,衣類,衣類
Kyoto,387.67,25,Goods,Clothes,Kyoto,京都市,City,消費財,衣類,衣類
KyushuReg.,275.69,25,Goods,Clothes,KyushuReg.,九州,Region,消費財,衣類,衣類
LargeCities,358.21,25,Goods,Clothes,LargeCities,大都市,Class,消費財,衣類,衣類
Maebashi,280.88,25,Goods,Clothes,Maebashi,前橋市,City,消費財,衣類,衣類
Matsue,275.91,25,Goods,Clothes,Matsue,松江市,City,消費財,衣類,衣類
Matsuyama,264.76,25,Goods,Clothes,Matsuyama,松山市,City,消費財,衣類,衣類
MiddleCities,291.14,25,Goods,Clothes,MiddleCities,中都市,Class,消費財,衣類,衣類
Mito,323.01,25,Goods,Clothes,Mito,水戸市,City,消費財,衣類,衣類
Miyazaki,242.29,25,Goods,Clothes,Miyazaki,宮崎市,City,消費財,衣類,衣類
Morioka,234.46,25,Goods,Clothes,Morioka,盛岡市,City,消費財,衣類,衣類
Nagano,298.74,25,Goods,Clothes,Nagano,長野市,City,消費財,衣類,衣類
Nagasaki,250.99,25,Goods,Clothes,Nagasaki,長崎市,City,消費財,衣類,衣類
Nagoya,314.44,25,Goods,Clothes,Nagoya,名古屋市,City,消費財,衣類,衣類
Naha,202.52,25,Goods,Clothes,Naha,那覇市,City,消費財,衣類,衣類
Nara,361.08,25,Goods,Clothes,Nara,奈良市,City,消費財,衣類,衣類
Niigata,276.24,25,Goods,Clothes,Niigata,新潟市,City,消費財,衣類,衣類
Oita,319.27,25,Goods,Clothes,Oita,大分市,City,消費財,衣類,衣類
Okayama,309.09,25,Goods,Clothes,Okayama,岡山市,City,消費財,衣類,衣類
OkinawaReg.,179.79,25,Goods,Clothes,OkinawaReg.,沖縄,Region,消費財,衣類,衣類
Osaka,280.04,25,Goods,Clothes,Osaka,大阪市,City,消費財,衣類,衣類
Otsu,308.19,25,Goods,Clothes,Otsu,大津市,City,消費財,衣類,衣類
Saga,300.9,25,Goods,Clothes,Saga,佐賀市,City,消費財,衣類,衣類
Sagamihara,323.15,25,Goods,Clothes,Sagamihara,相模原市,City,消費財,衣類,衣類
Saitama,425.79,25,Goods,Clothes,Saitama,さいたま市,City,消費財,衣類,衣類
Sakae,317.51,25,Goods,Clothes,Sakae,堺市,City,消費財,衣類,衣類
Sapporo,276.05,25,Goods,Clothes,Sapporo,札幌市,City,消費財,衣類,衣類
Sendai,279.69,25,Goods,Clothes,Sendai,仙台市,City,消費財,衣類,衣類
ShikokuReg.,265.06,25,Goods,Clothes,ShikokuReg.,四国,Region,消費財,衣類,衣類
Shizuoka,288.27,25,Goods,Clothes,Shizuoka,静岡市,City,消費財,衣類,衣類
SmallB/Towns/Villages,226.38,25,Goods,Clothes,SmallB/Towns/Villages,小都市Ｂ・町村,Class,消費財,衣類,衣類
SmallCitiesA,271.72,25,Goods,Clothes,SmallCitiesA,小都市Ａ,Class,消費財,衣類,衣類
Takamatsu,307.68,25,Goods,Clothes,Takamatsu,高松市,City,消費財,衣類,衣類
TohokuReg.,221.17,25,Goods,Clothes,TohokuReg.,東北,Region,消費財,衣類,衣類
TokaiReg.,272.72,25,Goods,Clothes,TokaiReg.,東海,Region,消費財,衣類,衣類
Tokushima,285.38,25,Goods,Clothes,Tokushima,徳島市,City,消費財,衣類,衣類
Tokyo,397.83,25,Goods,Clothes,Tokyo,東京都区部,City,消費財,衣類,衣類
Tottori,239.72,25,Goods,Clothes,Tottori,鳥取市,City,消費財,衣類,衣類
Toyama,295.15,25,Goods,Clothes,Toyama,富山市,City,消費財,衣類,衣類
Tsu,294.26,25,Goods,Clothes,Tsu,津市,City,消費財,衣類,衣類
Utsunomiya,314.79,25,Goods,Clothes,Utsunomiya,宇都宮市,City,消費財,衣類,衣類
Wakayama,291.52,25,Goods,Clothes,Wakayama,和歌山市,City,消費財,衣類,衣類
Yamagata,240,25,Goods,Clothes,Yamagata,山形市,City,消費財,衣類,衣類
Yamaguchi,291.69,25,Goods,Clothes,Yamaguchi,山口市,City,消費財,衣類,衣類
Yokohama,373.42,25,Goods,Clothes,Yokohama,横浜市,City,消費財,衣類,衣類
Akita,149.09,26,Goods,Hobby,Akita,秋田市,City,消費財,趣味用品,趣味用品
Aomori,114.81,26,Goods,Hobby,Aomori,青森市,City,消費財,趣味用品,趣味用品
Chiba,158.91,26,Goods,Hobby,Chiba,千葉市,City,消費財,趣味用品,趣味用品
ChugokuReg.,157.08,26,Goods,Hobby,ChugokuReg.,中国,Region,消費財,趣味用品,趣味用品
ChukyoMetro.,147.53,26,Goods,Hobby,ChukyoMetro.,中京大都市圏,Metropolitan,消費財,趣味用品,趣味用品
Cities50000+pop.,150.18,26,Goods,Hobby,Cities50000+pop.,人口５万以上の市,Class,消費財,趣味用品,趣味用品
Fukui,141.18,26,Goods,Hobby,Fukui,福井市,City,消費財,趣味用品,趣味用品
Fukuoka,124.73,26,Goods,Hobby,Fukuoka,福岡市,City,消費財,趣味用品,趣味用品
Fukushima,207.25,26,Goods,Hobby,Fukushima,福島市,City,消費財,趣味用品,趣味用品
Gifu,132.4,26,Goods,Hobby,Gifu,岐阜市,City,消費財,趣味用品,趣味用品
Hamamatsu,143.69,26,Goods,Hobby,Hamamatsu,浜松市,City,消費財,趣味用品,趣味用品
Hiroshima,157.12,26,Goods,Hobby,Hiroshima,広島市,City,消費財,趣味用品,趣味用品
HokkaidoReg.,150.12,26,Goods,Hobby,HokkaidoReg.,北海道,Region,消費財,趣味用品,趣味用品
HokurikuReg.,154.66,26,Goods,Hobby,HokurikuReg.,北陸,Region,消費財,趣味用品,趣味用品
Japan,150.25,26,Goods,Hobby,Japan,全国,Country,消費財,趣味用品,趣味用品
Kagoshima,142.65,26,Goods,Hobby,Kagoshima,鹿児島市,City,消費財,趣味用品,趣味用品
Kanazawa,142.92,26,Goods,Hobby,Kanazawa,金沢市,City,消費財,趣味用品,趣味用品
KantoMetro.,155.62,26,Goods,Hobby,KantoMetro.,関東大都市圏,Metropolitan,消費財,趣味用品,趣味用品
KantoReg.,157.05,26,Goods,Hobby,KantoReg.,関東,Region,消費財,趣味用品,趣味用品
Kawasaki,164.52,26,Goods,Hobby,Kawasaki,川崎市,City,消費財,趣味用品,趣味用品
KinkiMetro.,151.8,26,Goods,Hobby,KinkiMetro.,近畿大都市圏,Metropolitan,消費財,趣味用品,趣味用品
KinkiReg.,151.82,26,Goods,Hobby,KinkiReg.,近畿,Region,消費財,趣味用品,趣味用品
Kitakyushu,148.26,26,Goods,Hobby,Kitakyushu,北九州市,City,消費財,趣味用品,趣味用品
Kitakyushu/FukuokaMetro.,134.14,26,Goods,Hobby,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,消費財,趣味用品,趣味用品
Kobe,125.39,26,Goods,Hobby,Kobe,神戸市,City,消費財,趣味用品,趣味用品
Kochi,155.57,26,Goods,Hobby,Kochi,高知市,City,消費財,趣味用品,趣味用品
Kofu,148.48,26,Goods,Hobby,Kofu,甲府市,City,消費財,趣味用品,趣味用品
Kumamoto,148.25,26,Goods,Hobby,Kumamoto,熊本市,City,消費財,趣味用品,趣味用品
Kyoto,138.65,26,Goods,Hobby,Kyoto,京都市,City,消費財,趣味用品,趣味用品
KyushuReg.,131.36,26,Goods,Hobby,KyushuReg.,九州,Region,消費財,趣味用品,趣味用品
LargeCities,152.75,26,Goods,Hobby,LargeCities,大都市,Class,消費財,趣味用品,趣味用品
Maebashi,153.62,26,Goods,Hobby,Maebashi,前橋市,City,消費財,趣味用品,趣味用品
Matsue,140.86,26,Goods,Hobby,Matsue,松江市,City,消費財,趣味用品,趣味用品
Matsuyama,133.02,26,Goods,Hobby,Matsuyama,松山市,City,消費財,趣味用品,趣味用品
MiddleCities,150.46,26,Goods,Hobby,MiddleCities,中都市,Class,消費財,趣味用品,趣味用品
Mito,180.06,26,Goods,Hobby,Mito,水戸市,City,消費財,趣味用品,趣味用品
Miyazaki,125.13,26,Goods,Hobby,Miyazaki,宮崎市,City,消費財,趣味用品,趣味用品
Morioka,132,26,Goods,Hobby,Morioka,盛岡市,City,消費財,趣味用品,趣味用品
Nagano,140.55,26,Goods,Hobby,Nagano,長野市,City,消費財,趣味用品,趣味用品
Nagasaki,132.28,26,Goods,Hobby,Nagasaki,長崎市,City,消費財,趣味用品,趣味用品
Nagoya,137.94,26,Goods,Hobby,Nagoya,名古屋市,City,消費財,趣味用品,趣味用品
Naha,87.95,26,Goods,Hobby,Naha,那覇市,City,消費財,趣味用品,趣味用品
Nara,186.46,26,Goods,Hobby,Nara,奈良市,City,消費財,趣味用品,趣味用品
Niigata,149.98,26,Goods,Hobby,Niigata,新潟市,City,消費財,趣味用品,趣味用品
Oita,121.77,26,Goods,Hobby,Oita,大分市,City,消費財,趣味用品,趣味用品
Okayama,146.15,26,Goods,Hobby,Okayama,岡山市,City,消費財,趣味用品,趣味用品
OkinawaReg.,84.63,26,Goods,Hobby,OkinawaReg.,沖縄,Region,消費財,趣味用品,趣味用品
Osaka,111.3,26,Goods,Hobby,Osaka,大阪市,City,消費財,趣味用品,趣味用品
Otsu,135.41,26,Goods,Hobby,Otsu,大津市,City,消費財,趣味用品,趣味用品
Saga,150.86,26,Goods,Hobby,Saga,佐賀市,City,消費財,趣味用品,趣味用品
Sagamihara,172.46,26,Goods,Hobby,Sagamihara,相模原市,City,消費財,趣味用品,趣味用品
Saitama,171.18,26,Goods,Hobby,Saitama,さいたま市,City,消費財,趣味用品,趣味用品
Sakae,178.64,26,Goods,Hobby,Sakae,堺市,City,消費財,趣味用品,趣味用品
Sapporo,166.48,26,Goods,Hobby,Sapporo,札幌市,City,消費財,趣味用品,趣味用品
Sendai,166.31,26,Goods,Hobby,Sendai,仙台市,City,消費財,趣味用品,趣味用品
ShikokuReg.,150.75,26,Goods,Hobby,ShikokuReg.,四国,Region,消費財,趣味用品,趣味用品
Shizuoka,158.92,26,Goods,Hobby,Shizuoka,静岡市,City,消費財,趣味用品,趣味用品
SmallB/Towns/Villages,149.2,26,Goods,Hobby,SmallB/Towns/Villages,小都市Ｂ・町村,Class,消費財,趣味用品,趣味用品
SmallCitiesA,148.36,26,Goods,Hobby,SmallCitiesA,小都市Ａ,Class,消費財,趣味用品,趣味用品
Takamatsu,201.46,26,Goods,Hobby,Takamatsu,高松市,City,消費財,趣味用品,趣味用品
TohokuReg.,149.32,26,Goods,Hobby,TohokuReg.,東北,Region,消費財,趣味用品,趣味用品
TokaiReg.,146.04,26,Goods,Hobby,TokaiReg.,東海,Region,消費財,趣味用品,趣味用品
Tokushima,117.91,26,Goods,Hobby,Tokushima,徳島市,City,消費財,趣味用品,趣味用品
Tokyo,154.45,26,Goods,Hobby,Tokyo,東京都区部,City,消費財,趣味用品,趣味用品
Tottori,152.84,26,Goods,Hobby,Tottori,鳥取市,City,消費財,趣味用品,趣味用品
Toyama,147.72,26,Goods,Hobby,Toyama,富山市,City,消費財,趣味用品,趣味用品
Tsu,169.35,26,Goods,Hobby,Tsu,津市,City,消費財,趣味用品,趣味用品
Utsunomiya,152.23,26,Goods,Hobby,Utsunomiya,宇都宮市,City,消費財,趣味用品,趣味用品
Wakayama,171.8,26,Goods,Hobby,Wakayama,和歌山市,City,消費財,趣味用品,趣味用品
Yamagata,165.47,26,Goods,Hobby,Yamagata,山形市,City,消費財,趣味用品,趣味用品
Yamaguchi,148.56,26,Goods,Hobby,Yamaguchi,山口市,City,消費財,趣味用品,趣味用品
Yokohama,167.55,26,Goods,Hobby,Yokohama,横浜市,City,消費財,趣味用品,趣味用品
Akita,35.95,27,Goods,Furniture/Covering,Akita,秋田市,City,消費財,家具・寝具類,家具類
Aomori,33.89,27,Goods,Furniture/Covering,Aomori,青森市,City,消費財,家具・寝具類,家具類
Chiba,33.24,27,Goods,Furniture/Covering,Chiba,千葉市,City,消費財,家具・寝具類,家具類
ChugokuReg.,36.41,27,Goods,Furniture/Covering,ChugokuReg.,中国,Region,消費財,家具・寝具類,家具類
ChukyoMetro.,33.51,27,Goods,Furniture/Covering,ChukyoMetro.,中京大都市圏,Metropolitan,消費財,家具・寝具類,家具類
Cities50000+pop.,37.25,27,Goods,Furniture/Covering,Cities50000+pop.,人口５万以上の市,Class,消費財,家具・寝具類,家具類
Fukui,49.55,27,Goods,Furniture/Covering,Fukui,福井市,City,消費財,家具・寝具類,家具類
Fukuoka,41.28,27,Goods,Furniture/Covering,Fukuoka,福岡市,City,消費財,家具・寝具類,家具類
Fukushima,47.18,27,Goods,Furniture/Covering,Fukushima,福島市,City,消費財,家具・寝具類,家具類
Gifu,35,27,Goods,Furniture/Covering,Gifu,岐阜市,City,消費財,家具・寝具類,家具類
Hamamatsu,30.92,27,Goods,Furniture/Covering,Hamamatsu,浜松市,City,消費財,家具・寝具類,家具類
Hiroshima,37.14,27,Goods,Furniture/Covering,Hiroshima,広島市,City,消費財,家具・寝具類,家具類
HokkaidoReg.,33.41,27,Goods,Furniture/Covering,HokkaidoReg.,北海道,Region,消費財,家具・寝具類,家具類
HokurikuReg.,35.71,27,Goods,Furniture/Covering,HokurikuReg.,北陸,Region,消費財,家具・寝具類,家具類
Japan,36.68,27,Goods,Furniture/Covering,Japan,全国,Country,消費財,家具・寝具類,家具類
Kagoshima,38.17,27,Goods,Furniture/Covering,Kagoshima,鹿児島市,City,消費財,家具・寝具類,家具類
Kanazawa,36.68,27,Goods,Furniture/Covering,Kanazawa,金沢市,City,消費財,家具・寝具類,家具類
KantoMetro.,40.73,27,Goods,Furniture/Covering,KantoMetro.,関東大都市圏,Metropolitan,消費財,家具・寝具類,家具類
KantoReg.,39.77,27,Goods,Furniture/Covering,KantoReg.,関東,Region,消費財,家具・寝具類,家具類
Kawasaki,34.56,27,Goods,Furniture/Covering,Kawasaki,川崎市,City,消費財,家具・寝具類,家具類
KinkiMetro.,33.89,27,Goods,Furniture/Covering,KinkiMetro.,近畿大都市圏,Metropolitan,消費財,家具・寝具類,家具類
KinkiReg.,33.65,27,Goods,Furniture/Covering,KinkiReg.,近畿,Region,消費財,家具・寝具類,家具類
Kitakyushu,38.58,27,Goods,Furniture/Covering,Kitakyushu,北九州市,City,消費財,家具・寝具類,家具類
Kitakyushu/FukuokaMetro.,41.5,27,Goods,Furniture/Covering,Kitakyushu/FukuokaMetro.,北九州・福岡大都市圏,Metropolitan,消費財,家具・寝具類,家具類
Kobe,32.75,27,Goods,Furniture/Covering,Kobe,神戸市,City,消費財,家具・寝具類,家具類
Kochi,48.24,27,Goods,Furniture/Covering,Kochi,高知市,City,消費財,家具・寝具類,家具類
Kofu,32.57,27,Goods,Furniture/Covering,Kofu,甲府市,City,消費財,家具・寝具類,家具類
Kumamoto,42.34,27,Goods,Furniture/Covering,Kumamoto,熊本市,City,消費財,家具・寝具類,家具類
Kyoto,37.17,27,Goods,Furniture/Covering,Kyoto,京都市,City,消費財,家具・寝具類,家具類
KyushuReg.,35.75,27,Goods,Furniture/Covering,KyushuReg.,九州,Region,消費財,家具・寝具類,家具類
LargeCities,38.58,27,Goods,Furniture/Covering,LargeCities,大都市,Class,消費財,家具・寝具類,家具類
Maebashi,38.52,27,Goods,Furniture/Covering,Maebashi,前橋市,City,消費財,家具・寝具類,家具類
Matsue,30.17,27,Goods,Furniture/Covering,Matsue,松江市,City,消費財,家具・寝具類,家具類
Matsuyama,40.12,27,Goods,Furniture/Covering,Matsuyama,松山市,City,消費財,家具・寝具類,家具類
MiddleCities,35.27,27,Goods,Furniture/Covering,MiddleCities,中都市,Class,消費財,家具・寝具類,家具類
Mito,42.68,27,Goods,Furniture/Covering,Mito,水戸市,City,消費財,家具・寝具類,家具類
Miyazaki,33.51,27,Goods,Furniture/Covering,Miyazaki,宮崎市,City,消費財,家具・寝具類,家具類
Morioka,33.72,27,Goods,Furniture/Covering,Morioka,盛岡市,City,消費財,家具・寝具類,家具類
Nagano,39.99,27,Goods,Furniture/Covering,Nagano,長野市,City,消費財,家具・寝具類,家具類
Nagasaki,30.48,27,Goods,Furniture/Covering,Nagasaki,長崎市,City,消費財,家具・寝具類,家具類
Nagoya,33.29,27,Goods,Furniture/Covering,Nagoya,名古屋市,City,消費財,家具・寝具類,家具類
Naha,34.86,27,Goods,Furniture/Covering,Naha,那覇市,City,消費財,家具・寝具類,家具類
Nara,37.11,27,Goods,Furniture/Covering,Nara,奈良市,City,消費財,家具・寝具類,家具類
Niigata,33.91,27,Goods,Furniture/Covering,Niigata,新潟市,City,消費財,家具・寝具類,家具類
Oita,38.25,27,Goods,Furniture/Covering,Oita,大分市,City,消費財,家具・寝具類,家具類
Okayama,37.19,27,Goods,Furniture/Covering,Okayama,岡山市,City,消費財,家具・寝具類,家具類
OkinawaReg.,28.06,27,Goods,Furniture/Covering,OkinawaReg.,沖縄,Region,消費財,家具・寝具類,家具類
Osaka,30.5,27,Goods,Furniture/Covering,Osaka,大阪市,City,消費財,家具・寝具類,家具類
Otsu,39.92,27,Goods,Furniture/Covering,Otsu,大津市,City,消費財,家具・寝具類,家具類
Saga,38.54,27,Goods,Furniture/Covering,Saga,佐賀市,City,消費財,家具・寝具類,家具類
Sagamihara,34.52,27,Goods,Furniture/Covering,Sagamihara,相模原市,City,消費財,家具・寝具類,家具類
